Position,Waitlist ID,SR #,Instructions,data_as_of,data_loaded_at
1,09211982SM,101001051175,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2024/12/24 09:25:00 AM,2024/12/24 09:48:17 AM
2,06061965FR,101001057782,,2024/12/24 09:25:00 AM,2024/12/24 09:48:17 AM
3,07081981TM,101001066673,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2024/12/24 09:25:00 AM,2024/12/24 09:48:17 AM
4,02221976DJ,101001064742,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2024/12/24 09:25:00 AM,2024/12/24 09:48:17 AM
5,10091984CC,101001065240,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2024/12/24 09:25:00 AM,2024/12/24 09:48:17 AM
6,072319464CS,101001072956,,2024/12/24 09:25:00 AM,2024/12/24 09:48:17 AM
7,06041991JN,101001075134,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2024/12/24 09:25:00 AM,2024/12/24 09:48:17 AM
8,07091992MH,101001073358,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2024/12/24 09:25:00 AM,2024/12/24 09:48:17 AM
9,04111989BL,101001079909,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2024/12/24 09:25:00 AM,2024/12/24 09:48:17 AM
10,02211991BA,101001076861,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2024/12/24 09:25:00 AM,2024/12/24 09:48:17 AM
11,08291962SW,101001079820,,2024/12/24 09:25:00 AM,2024/12/24 09:48:17 AM
12,1009109FE,101001080461,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2024/12/24 09:25:00 AM,2024/12/24 09:48:17 AM
13,04091977CC,101001081071,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2024/12/24 09:25:00 AM,2024/12/24 09:48:17 AM
14,05051990EG,101001086606,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2024/12/24 09:25:00 AM,2024/12/24 09:48:17 AM
15,08141952LG,101001083022,,2024/12/24 09:25:00 AM,2024/12/24 09:48:17 AM
16,03301998HB,101001082465,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2024/12/24 09:25:00 AM,2024/12/24 09:48:17 AM
17,01121988ML,101001088625,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2024/12/24 09:25:00 AM,2024/12/24 09:48:17 AM
18,03041992JW,101001090234,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2024/12/24 09:25:00 AM,2024/12/24 09:48:17 AM
19,10092003SS,101001093245,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2024/12/24 09:25:00 AM,2024/12/24 09:48:17 AM
20,06191979EG,101001099593,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2024/12/24 09:25:00 AM,2024/12/24 09:48:17 AM
21,12141984HW,101001096354,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2024/12/24 09:25:00 AM,2024/12/24 09:48:17 AM
22,07281969RM,101001101331,,2024/12/24 09:25:00 AM,2024/12/24 09:48:17 AM
23,10021978MN,101001104219,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2024/12/24 09:25:00 AM,2024/12/24 09:48:17 AM
24,09081992HT,101001103497,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2024/12/24 09:25:00 AM,2024/12/24 09:48:17 AM
25,07131982JH,101001101734,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2024/12/24 09:25:00 AM,2024/12/24 09:48:17 AM
26,04172004LL,101001101546,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2024/12/24 09:25:00 AM,2024/12/24 09:48:17 AM
27,06151992TC,101001107662,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2024/12/24 09:25:00 AM,2024/12/24 09:48:17 AM
28,04121989GV,101001110664,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2024/12/24 09:25:00 AM,2024/12/24 09:48:17 AM
29,03011988VF,101001108117,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2024/12/24 09:25:00 AM,2024/12/24 09:48:17 AM
30,11271952LT,101001110293,,2024/12/24 09:25:00 AM,2024/12/24 09:48:17 AM
31,11282000KV,101001111681,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2024/12/24 09:25:00 AM,2024/12/24 09:48:17 AM
32,07082003KJ,101001110946,,2024/12/24 09:25:00 AM,2024/12/24 09:48:17 AM
33,09071986KH,101001110150,,2024/12/24 09:25:00 AM,2024/12/24 09:48:17 AM
