Position,Waitlist ID,SR #,Instructions,data_as_of,data_loaded_at
1,072319464CS,101001072956,,2025/01/28 09:25:00 AM,2025/01/28 09:48:17 AM
2,07281969RM,101001101331,,2025/01/28 09:25:00 AM,2025/01/28 09:48:17 AM
3,07082003KJ,101001110946,,2025/01/28 09:25:00 AM,2025/01/28 09:48:17 AM
4,10052003EL,101001114099,,2025/01/28 09:25:00 AM,2025/01/28 09:48:17 AM
5,04231977ML,101001114093,,2025/01/28 09:25:00 AM,2025/01/28 09:48:17 AM
6,06201966JM,101001133271,,2025/01/28 09:25:00 AM,2025/01/28 09:48:17 AM
7,09111984AK,101001177030,,2025/01/28 09:25:00 AM,2025/01/28 09:48:17 AM
8,07231964CS,101001225687,,2025/01/28 09:25:00 AM,2025/01/28 09:48:17 AM
9,08271985HA,101001223005,,2025/01/28 09:25:00 AM,2025/01/28 09:48:17 AM
10,07221956CB,101001226056,,2025/01/28 09:25:00 AM,2025/01/28 09:48:17 AM
11,09221964MC,101001229111,,2025/01/28 09:25:00 AM,2025/01/28 09:48:17 AM
12,03041970SS,101001232158,,2025/01/28 09:25:00 AM,2025/01/28 09:48:17 AM
13,10241991AS,101001246350,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2025/01/28 09:25:00 AM,2025/01/28 09:48:17 AM
14,12231971YG,101001248508,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2025/01/28 09:25:00 AM,2025/01/28 09:48:17 AM
15,082889KK,101001247107,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2025/01/28 09:25:00 AM,2025/01/28 09:48:17 AM
16,04291979KW,101001251065,,2025/01/28 09:25:00 AM,2025/01/28 09:48:17 AM
17,06181996SD,101001247857,,2025/01/28 09:25:00 AM,2025/01/28 09:48:17 AM
18,12241970LT,101001252125,,2025/01/28 09:25:00 AM,2025/01/28 09:48:17 AM
19,06091959NR,101001252422,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2025/01/28 09:25:00 AM,2025/01/28 09:48:17 AM
20,05211996BC,101001247156,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2025/01/28 09:25:00 AM,2025/01/28 09:48:17 AM
21,12231994BW,101001249122,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2025/01/28 09:25:00 AM,2025/01/28 09:48:17 AM
22,09051980TE,101001255275,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2025/01/28 09:25:00 AM,2025/01/28 09:48:17 AM
23,06261957MH,101001254560,,2025/01/28 09:25:00 AM,2025/01/28 09:48:17 AM
24,04151980AF,101001254077,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2025/01/28 09:25:00 AM,2025/01/28 09:48:17 AM
25,08011961TJ,101001258483,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2025/01/28 09:25:00 AM,2025/01/28 09:48:17 AM
26,09271966TR,101001260270,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2025/01/28 09:25:00 AM,2025/01/28 09:48:17 AM
27,09141957ST,101001258875,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2025/01/28 09:25:00 AM,2025/01/28 09:48:17 AM
