Position,Waitlist ID,SR #,Instructions,data_as_of,data_loaded_at
1,11061970MB,101000678171,,2024/09/27 09:25:00 AM,2024/09/27 09:48:12 AM
2,03111994PM,101000678221,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2024/09/27 09:25:00 AM,2024/09/27 09:48:12 AM
3,11141998AL,101000679425,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2024/09/27 09:25:00 AM,2024/09/27 09:48:12 AM
4,10181966GA,101000678302,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2024/09/27 09:25:00 AM,2024/09/27 09:48:12 AM
5,10041983LA,101000677149,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2024/09/27 09:25:00 AM,2024/09/27 09:48:12 AM
6,07021979DM,101000677591,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2024/09/27 09:25:00 AM,2024/09/27 09:48:12 AM
7,08221974UN,101000680612,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2024/09/27 09:25:00 AM,2024/09/27 09:48:12 AM
8,03171973AG,101000678834,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2024/09/27 09:25:00 AM,2024/09/27 09:48:12 AM
9,06211984ZI,101000678034,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2024/09/27 09:25:00 AM,2024/09/27 09:48:12 AM
10,07291975ER,101000685685,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2024/09/27 09:25:00 AM,2024/09/27 09:48:12 AM
11,08301960BP,101000686288,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2024/09/27 09:25:00 AM,2024/09/27 09:48:12 AM
12,10131973CB,101000684602,,2024/09/27 09:25:00 AM,2024/09/27 09:48:12 AM
13,10221992FD,101000682960,,2024/09/27 09:25:00 AM,2024/09/27 09:48:12 AM
14,05231996EL,101000685719,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2024/09/27 09:25:00 AM,2024/09/27 09:48:12 AM
15,04141946LW,101000685093,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2024/09/27 09:25:00 AM,2024/09/27 09:48:12 AM
16,07281997KB,101000690654,,2024/09/27 09:25:00 AM,2024/09/27 09:48:12 AM
17,09091998JG,101000690504,,2024/09/27 09:25:00 AM,2024/09/27 09:48:12 AM
18,01281998AC,101000690781,,2024/09/27 09:25:00 AM,2024/09/27 09:48:12 AM
19,12041968BR,101000690506,,2024/09/27 09:25:00 AM,2024/09/27 09:48:12 AM
20,09091980SS,101000693285,,2024/09/27 09:25:00 AM,2024/09/27 09:48:12 AM
21,11271972LG,101000695397,,2024/09/27 09:25:00 AM,2024/09/27 09:48:12 AM
22,09211994NN,101000693593,,2024/09/27 09:25:00 AM,2024/09/27 09:48:12 AM
23,090109101974RL RL,101000694011,,2024/09/27 09:25:00 AM,2024/09/27 09:48:12 AM
24,11251968DF,101000696661,,2024/09/27 09:25:00 AM,2024/09/27 09:48:12 AM
25,06201989AS,101000696617,,2024/09/27 09:25:00 AM,2024/09/27 09:48:12 AM
26,051905191979nnNN,101000693016,,2024/09/27 09:25:00 AM,2024/09/27 09:48:12 AM
27,12271989SA,101000701211,,2024/09/27 09:25:00 AM,2024/09/27 09:48:12 AM
