Position,Waitlist ID,SR #,Instructions
1,07031977AB,18001893,
2,06211967RC,18118951,
3,12071975RS,18154663,
4,01011972MD,18163056,
5,07051963GA,18178442,
6,03161955JF,18190075,
7,01311946DN,18251756,
8,03072005DM,18257204,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
9,07132003MM,18257219,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
10,10041985DV,18256738,
11,03101992ES,18270598,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
12,01111980KH,18272936,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
13,06201991QG,18272686,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
14,02081998MG,18270671,
15,11141990DT,18273755,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
16,04301969SG,18273257,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
17,11041986CM,18273661,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
18,07131988TP,18271537,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
19,06261987FZ,18273994,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
20,12161985GS,18275236,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
21,08121990DM,18276597,
22,03111966SS,18277402,
23,08282001DF,18276921,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
24,02251987GP,18278871,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
25,11251965MC,18282195,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
