Position,Waitlist ID,SR #,Instructions,data_as_of,data_loaded_at
1,12271985NW,101000956848,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2024/11/20 09:25:00 AM,2024/11/20 09:48:17 AM
2,10171985PS,101000977928,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2024/11/20 09:25:00 AM,2024/11/20 09:48:17 AM
3,08041991YE,101000976937,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2024/11/20 09:25:00 AM,2024/11/20 09:48:17 AM
4,12191972CS,101000977423,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2024/11/20 09:25:00 AM,2024/11/20 09:48:17 AM
5,02171975RJ,101000976870,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2024/11/20 09:25:00 AM,2024/11/20 09:48:17 AM
6,02211957SW,101000976222,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2024/11/20 09:25:00 AM,2024/11/20 09:48:17 AM
7,08281996WD,101000977969,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2024/11/20 09:25:00 AM,2024/11/20 09:48:17 AM
8,05301992NV,101000973544,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2024/11/20 09:25:00 AM,2024/11/20 09:48:17 AM
9,04251992WS,101000978548,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2024/11/20 09:25:00 AM,2024/11/20 09:48:17 AM
10,12191984TH,101000976846,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2024/11/20 09:25:00 AM,2024/11/20 09:48:17 AM
