Position,Waitlist ID,SR #,Instructions,data_as_of,data_loaded_at
1,07281969RM,101000846589,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2024/11/12 09:25:00 AM,2024/11/12 09:48:21 AM
2,02221976DJ,101000864406,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2024/11/12 09:25:00 AM,2024/11/12 09:48:21 AM
3,09181976PM,101000933132,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2024/11/12 09:25:00 AM,2024/11/12 09:48:21 AM
4,08121967AB,101000933042,,2024/11/12 09:25:00 AM,2024/11/12 09:48:21 AM
5,11071991SH,101000936367,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2024/11/12 09:25:00 AM,2024/11/12 09:48:21 AM
6,03101989CC,101000933137,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2024/11/12 09:25:00 AM,2024/11/12 09:48:21 AM
7,08251971MA,101000939970,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2024/11/12 09:25:00 AM,2024/11/12 09:48:21 AM
8,06031973HP,101000940925,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2024/11/12 09:25:00 AM,2024/11/12 09:48:21 AM
9,09101974DH,101000941871,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2024/11/12 09:25:00 AM,2024/11/12 09:48:21 AM
10,08081980DG,101000937997,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2024/11/12 09:25:00 AM,2024/11/12 09:48:21 AM
11,07061980JW,101000938822,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2024/11/12 09:25:00 AM,2024/11/12 09:48:21 AM
12,08021972MD,101000939901,,2024/11/12 09:25:00 AM,2024/11/12 09:48:21 AM
13,07051996AC,101000938080,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2024/11/12 09:25:00 AM,2024/11/12 09:48:21 AM
