Position,Waitlist ID,SR #,Instructions
1,07031977AB,18001893,
2,06211967RC,18118951,
3,12071975RS,18154663,
4,01011972MD,18163056,
5,07051963GA,18178442,
6,03161955JF,18190075,
7,01311946DN,18251756,
8,03072005DM,18257204,
9,07132003MM,18257219,
10,10041985DV,18256738,
11,03101992ES,18270598,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
12,01111980KH,18272936,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
13,06201991QG,18272686,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
14,02081998MG,18270671,
15,11141990DT,18273755,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
16,04301969SG,18273257,
17,11041986CM,18273661,
18,07131988TP,18271537,
19,06261987FZ,18273994,
20,12161985GS,18275236,
21,08121990DM,18276597,
22,03111966SS,18277402,
23,08282001DF,18276921,
24,02251987GP,18278871,
25,11251965MC,18282195,
26,06151080TR,18278453,
27,05102000AH,18280834,
28,11111984GD,18279916,
29,04021967SF,18283544,
30,02141994MV,18283597,
31,06271988ZV,18285477,
32,07091948MW,18284141,
33,03041992JW,18286108,
34,09281995GD,18285415,
35,07161996EM,18286229,
36,09091998DR,18286001,
37,04242004PT,18288649,
38,03291997SK,18290012,
39,08312001AS,18290018,
40,01161997DS,18292536,
41,10012001MC,18294701,
42,08171985KH,18297267,
43,08281948HS,18294550,
44,07201983JC,18293680,
45,12152001RA,18296908,
46,07231954CG,18296938,
47,08301976HW,18295976,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
48,11091991DW,18297268,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
49,09041991RG,18293975,
50,08171985KM,18297275,
51,11141966RE,18294668,
52,09301961EC,18293809,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
53,08271964CC,18294499,
54,09281992AM,18293361,
55,01241989KP,18296233,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
56,04251961RR,18294517,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
57,09161986BL,18294568,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
58,02141994MC,18296577,
59,12021964NH,18294176,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
60,02072001JG,18297780,
61,06301995AR,18293705,
62,04151983SD,18300439,
63,08071979IM,18301473,
64,06071984EE,18300501,
65,04091997SM,18302284,
66,05091969LE,18299922,
67,11201964SP,18300520,
68,02111970JW,18299396,
69,05151978JL,18301575,
70,05101978NG,18300951,
71,04081989TT,18299160,
72,09221982BC,18299511,
73,04051953LF,18302272,
74,11261959CA,18299591,
75,09161973HR,18300054,
76,12121974GF,18300011,
77,03221987MP,18301504,
78,09281960LF,18299107,
79,06102003AP,18301101,
80,05021997JA,18299950,
81,03231982MF,18301933,
82,09161966GF,18303211,
83,03301982JH,18302904,
84,02071993KH,18305346,
85,11081995MA,18305455,
86,02161958YW,18306550,
87,08011993JJ,18303990,
88,10101982RL,18304307,
89,11041075AL,18306376,
90,01241961WC,18304051,
91,06011985MC,18303711,
92,02211986CL,18303809,
93,01171991WT,18302972,
94,12261968MM,18304206,
95,10251984MM,18306823,
96,08011959YB,18302919,
97,08241982SH,18307463,
98,01101980ML,18309730,
99,09031993EK,18310534,
100,10291970LR,18309066,
101,09172002AA,18307445,
102,01181997SC,18308254,
103,08111980JO,18309576,
104,07291990TG,18309756,
105,08231988AB,18309555,
106,11291969SM,18309017,
107,01081971SP,18308385,
108,10291963SF,18309526,
109,07071987JM,18310043,
110,11181977DC,18309864,
111,09131997CK,18310756,
112,01311959HP,18307084,
113,03101968JG,18309170,
114,12121965MC,18308643,
115,08301960BP,18311124,
116,02041980JW,18309841,
