Position,Waitlist ID,SR #,Instructions,data_as_of,data_loaded_at
1,07281969RM,101001101331,,2025/02/12 09:25:00 AM,2025/02/12 09:47:48 AM
2,06201966JM,101001133271,,2025/02/12 09:25:00 AM,2025/02/12 09:47:48 AM
3,08271985HA,101001223005,,2025/02/12 09:25:00 AM,2025/02/12 09:47:48 AM
4,01211978DJ,101001293622,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2025/02/12 09:25:00 AM,2025/02/12 09:47:48 AM
5,03111984RG,101001307523,,2025/02/12 09:25:00 AM,2025/02/12 09:47:48 AM
6,07051954CB,101001305773,,2025/02/12 09:25:00 AM,2025/02/12 09:47:48 AM
7,12071983KW,101001311739,,2025/02/12 09:25:00 AM,2025/02/12 09:47:48 AM
8,05061968AB,101001324128,,2025/02/12 09:25:00 AM,2025/02/12 09:47:48 AM
9,02201979SH,101001331332,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2025/02/12 09:25:00 AM,2025/02/12 09:47:48 AM
10,02151962MW,101001327515,,2025/02/12 09:25:00 AM,2025/02/12 09:47:48 AM
11,04211987LM,101001329769,,2025/02/12 09:25:00 AM,2025/02/12 09:47:48 AM
12,04221987NA,101001332067,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2025/02/12 09:25:00 AM,2025/02/12 09:47:48 AM
13,10061979MB,101001333474,,2025/02/12 09:25:00 AM,2025/02/12 09:47:48 AM
14,02141968EB,101001334046,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2025/02/12 09:25:00 AM,2025/02/12 09:47:48 AM
15,03081988DT,101001337975,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2025/02/12 09:25:00 AM,2025/02/12 09:47:48 AM
16,05101983JS,101001335710,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2025/02/12 09:25:00 AM,2025/02/12 09:47:48 AM
17,09211994NM,101001341947,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2025/02/12 09:25:00 AM,2025/02/12 09:47:48 AM
18,09281997AS,101001342016,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2025/02/12 09:25:00 AM,2025/02/12 09:47:48 AM
19,01021962CL,101001339951,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2025/02/12 09:25:00 AM,2025/02/12 09:47:48 AM
20,06191985CG,101001341712,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2025/02/12 09:25:00 AM,2025/02/12 09:47:48 AM
21,12111991BO,101001340099,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2025/02/12 09:25:00 AM,2025/02/12 09:47:48 AM
22,10091974CB,101001341637,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2025/02/12 09:25:00 AM,2025/02/12 09:47:48 AM
23,12181954NJ,101001341756,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2025/02/12 09:25:00 AM,2025/02/12 09:47:48 AM
24,07181989AS,101001341870,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2025/02/12 09:25:00 AM,2025/02/12 09:47:48 AM
25,07301990VD,101001342906,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2025/02/12 09:25:00 AM,2025/02/12 09:47:48 AM
26,07211981KG,101001340190,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2025/02/12 09:25:00 AM,2025/02/12 09:47:48 AM
27,05091994TA,101001340273,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2025/02/12 09:25:00 AM,2025/02/12 09:47:48 AM
28,07191990TK,101001340803,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2025/02/12 09:25:00 AM,2025/02/12 09:47:48 AM
29,04251988CL,101001341888,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2025/02/12 09:25:00 AM,2025/02/12 09:47:48 AM
