Position,Waitlist ID,SR #,Instructions,data_as_of,data_loaded_at
1,12271985NW,101000956848,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2024/11/22 09:25:00 AM,2024/11/22 09:48:21 AM
2,02021975DJ,101000985982,,2024/11/22 09:25:00 AM,2024/11/22 09:48:21 AM
3,01251972CA,101000989440,,2024/11/22 09:25:00 AM,2024/11/22 09:48:21 AM
4,06051986IW,101000993590,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2024/11/22 09:25:00 AM,2024/11/22 09:48:21 AM
5,12121976GY,101000993023,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2024/11/22 09:25:00 AM,2024/11/22 09:48:21 AM
6,04181978MM,101000993121,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2024/11/22 09:25:00 AM,2024/11/22 09:48:21 AM
7,01231981AE,101000993062,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2024/11/22 09:25:00 AM,2024/11/22 09:48:21 AM
8,11171969MH,101000994152,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2024/11/22 09:25:00 AM,2024/11/22 09:48:21 AM
9,10081990BA,101000997322,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2024/11/22 09:25:00 AM,2024/11/22 09:48:21 AM
10,03091968TL,101000998824,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2024/11/22 09:25:00 AM,2024/11/22 09:48:21 AM
11,07241951JM,101000999180,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2024/11/22 09:25:00 AM,2024/11/22 09:48:21 AM
12,09191967DM,101000996798,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2024/11/22 09:25:00 AM,2024/11/22 09:48:21 AM
13,02141968MG,101000996996,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2024/11/22 09:25:00 AM,2024/11/22 09:48:21 AM
14,03221974NB,101000997059,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2024/11/22 09:25:00 AM,2024/11/22 09:48:21 AM
15,10251980JB,101000997615,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2024/11/22 09:25:00 AM,2024/11/22 09:48:21 AM
16,06111982RS,101000996405,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2024/11/22 09:25:00 AM,2024/11/22 09:48:21 AM
17,06231995NB,101000999931,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2024/11/22 09:25:00 AM,2024/11/22 09:48:21 AM
18,12011868SH,101001000860,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2024/11/22 09:25:00 AM,2024/11/22 09:48:21 AM
19,02042001AG,101001000969,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2024/11/22 09:25:00 AM,2024/11/22 09:48:21 AM
20,05191995EM,101001002644,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2024/11/22 09:25:00 AM,2024/11/22 09:48:21 AM
21,03191970MD,101001004169,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2024/11/22 09:25:00 AM,2024/11/22 09:48:21 AM
22,03012003NB,101001003150,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2024/11/22 09:25:00 AM,2024/11/22 09:48:21 AM
23,12031950RB,101001003864,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2024/11/22 09:25:00 AM,2024/11/22 09:48:21 AM
24,06221969AL,101001005915,,2024/11/22 09:25:00 AM,2024/11/22 09:48:21 AM
25,05091988LP,101001011119,,2024/11/22 09:25:00 AM,2024/11/22 09:48:21 AM
26,01081988EJ,101001004693,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2024/11/22 09:25:00 AM,2024/11/22 09:48:21 AM
