Position,Waitlist ID,SR #,Instructions,data_as_of,data_loaded_at
1,10181956RS,101001039710,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2024/12/17 09:25:00 AM,2024/12/17 09:51:16 AM
2,04231955PF,101001042134,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2024/12/17 09:25:00 AM,2024/12/17 09:51:16 AM
3,12121997MN,101001039203,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2024/12/17 09:25:00 AM,2024/12/17 09:51:16 AM
4,06301972JR,101001041100,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2024/12/17 09:25:00 AM,2024/12/17 09:51:16 AM
5,09231972MB,101001039206,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2024/12/17 09:25:00 AM,2024/12/17 09:51:16 AM
6,08251989CK,101001040698,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2024/12/17 09:25:00 AM,2024/12/17 09:51:16 AM
7,03081993MM,101001044787,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2024/12/17 09:25:00 AM,2024/12/17 09:51:16 AM
8,08081994KS,101001045159,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2024/12/17 09:25:00 AM,2024/12/17 09:51:16 AM
9,09131974LZ,101001048116,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2024/12/17 09:25:00 AM,2024/12/17 09:51:16 AM
10,02261991IR,101001046536,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2024/12/17 09:25:00 AM,2024/12/17 09:51:16 AM
11,11101989JM,101001046827,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2024/12/17 09:25:00 AM,2024/12/17 09:51:16 AM
12,04261962BM,101001045619,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2024/12/17 09:25:00 AM,2024/12/17 09:51:16 AM
13,12231971YG,101001045380,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2024/12/17 09:25:00 AM,2024/12/17 09:51:16 AM
14,06261987FZ,101001049528,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2024/12/17 09:25:00 AM,2024/12/17 09:51:16 AM
15,05271989AC,101001052408,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2024/12/17 09:25:00 AM,2024/12/17 09:51:16 AM
16,09121978GA,101001052776,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2024/12/17 09:25:00 AM,2024/12/17 09:51:16 AM
17,01211984GW,101001051265,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2024/12/17 09:25:00 AM,2024/12/17 09:51:16 AM
18,04291967AE,101001051473,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2024/12/17 09:25:00 AM,2024/12/17 09:51:16 AM
19,09211982SM,101001051175,,2024/12/17 09:25:00 AM,2024/12/17 09:51:16 AM
20,06172000MD,101001052795,,2024/12/17 09:25:00 AM,2024/12/17 09:51:16 AM
21,09291984DC,101001051216,,2024/12/17 09:25:00 AM,2024/12/17 09:51:16 AM
22,09151998RB,101001055965,,2024/12/17 09:25:00 AM,2024/12/17 09:51:16 AM
23,08121967AB,101001054937,,2024/12/17 09:25:00 AM,2024/12/17 09:51:16 AM
24,06151995JC,101001056305,,2024/12/17 09:25:00 AM,2024/12/17 09:51:16 AM
25,01161996AM,101001056199,,2024/12/17 09:25:00 AM,2024/12/17 09:51:16 AM
26,08251996SM,101001054098,,2024/12/17 09:25:00 AM,2024/12/17 09:51:16 AM
27,06061965FR,101001057782,,2024/12/17 09:25:00 AM,2024/12/17 09:51:16 AM
28,11171984JR,101001056191,,2024/12/17 09:25:00 AM,2024/12/17 09:51:16 AM
29,07251970HG,101001055730,,2024/12/17 09:25:00 AM,2024/12/17 09:51:16 AM
30,11132001LW,101001055565,,2024/12/17 09:25:00 AM,2024/12/17 09:51:16 AM
31,03291968CR,101001054848,,2024/12/17 09:25:00 AM,2024/12/17 09:51:16 AM
32,12171977LE,101001059627,,2024/12/17 09:25:00 AM,2024/12/17 09:51:16 AM
33,05161991BS,101001060719,,2024/12/17 09:25:00 AM,2024/12/17 09:51:16 AM
34,07081981TM,101001066673,,2024/12/17 09:25:00 AM,2024/12/17 09:51:16 AM
35,02221976DJ,101001064742,,2024/12/17 09:25:00 AM,2024/12/17 09:51:16 AM
36,10091984CC,101001065240,,2024/12/17 09:25:00 AM,2024/12/17 09:51:16 AM
37,03271998NB,101001065253,,2024/12/17 09:25:00 AM,2024/12/17 09:51:16 AM
38,11131986MO,101001068150,,2024/12/17 09:25:00 AM,2024/12/17 09:51:16 AM
39,072319464CS,101001072956,,2024/12/17 09:25:00 AM,2024/12/17 09:51:16 AM
40,12211968GE,101001073511,,2024/12/17 09:25:00 AM,2024/12/17 09:51:16 AM
41,12051966CM,101001072948,,2024/12/17 09:25:00 AM,2024/12/17 09:51:16 AM
42,12302005TW,101001073248,,2024/12/17 09:25:00 AM,2024/12/17 09:51:16 AM
43,06041991JN,101001075134,,2024/12/17 09:25:00 AM,2024/12/17 09:51:16 AM
44,08171985KM,101001073950,,2024/12/17 09:25:00 AM,2024/12/17 09:51:16 AM
45,09061961JL,101001074113,,2024/12/17 09:25:00 AM,2024/12/17 09:51:16 AM
46,07091992MH,101001073358,,2024/12/17 09:25:00 AM,2024/12/17 09:51:16 AM
47,07271993AF,101001073030,,2024/12/17 09:25:00 AM,2024/12/17 09:51:16 AM
48,06301969EE,101001072863,,2024/12/17 09:25:00 AM,2024/12/17 09:51:16 AM
49,06111982RS,101001073347,,2024/12/17 09:25:00 AM,2024/12/17 09:51:16 AM
50,06211983LC,101001074821,,2024/12/17 09:25:00 AM,2024/12/17 09:51:16 AM
51,04111989BL,101001079909,,2024/12/17 09:25:00 AM,2024/12/17 09:51:16 AM
52,11231982CM,101001077553,,2024/12/17 09:25:00 AM,2024/12/17 09:51:16 AM
53,01161981JM,101001077245,,2024/12/17 09:25:00 AM,2024/12/17 09:51:16 AM
54,02211991BA,101001076861,,2024/12/17 09:25:00 AM,2024/12/17 09:51:16 AM
55,08291962SW,101001079820,,2024/12/17 09:25:00 AM,2024/12/17 09:51:16 AM
56,1009109FE,101001080461,,2024/12/17 09:25:00 AM,2024/12/17 09:51:16 AM
57,04091977CC,101001081071,,2024/12/17 09:25:00 AM,2024/12/17 09:51:16 AM
58,05051990EG,101001086606,,2024/12/17 09:25:00 AM,2024/12/17 09:51:16 AM
59,08141952LG,101001083022,,2024/12/17 09:25:00 AM,2024/12/17 09:51:16 AM
60,03301998HB,101001082465,,2024/12/17 09:25:00 AM,2024/12/17 09:51:16 AM
61,01121988ML,101001088625,,2024/12/17 09:25:00 AM,2024/12/17 09:51:16 AM
62,08202005NS,101001088143,,2024/12/17 09:25:00 AM,2024/12/17 09:51:16 AM
63,06151992AC,101001091755,,2024/12/17 09:25:00 AM,2024/12/17 09:51:16 AM
64,03041992JW,101001090234,,2024/12/17 09:25:00 AM,2024/12/17 09:51:16 AM
65,10092003SS,101001093245,,2024/12/17 09:25:00 AM,2024/12/17 09:51:16 AM
66,06191979EG,101001099593,,2024/12/17 09:25:00 AM,2024/12/17 09:51:16 AM
67,12141984HW,101001096354,,2024/12/17 09:25:00 AM,2024/12/17 09:51:16 AM
68,07281969RM,101001101331,,2024/12/17 09:25:00 AM,2024/12/17 09:51:16 AM
69,10021978MN,101001104219,,2024/12/17 09:25:00 AM,2024/12/17 09:51:16 AM
70,09081992HT,101001103497,,2024/12/17 09:25:00 AM,2024/12/17 09:51:16 AM
71,07131982JH,101001101734,,2024/12/17 09:25:00 AM,2024/12/17 09:51:16 AM
72,05151984TW,101001102572,,2024/12/17 09:25:00 AM,2024/12/17 09:51:16 AM
73,04172004LL,101001101546,,2024/12/17 09:25:00 AM,2024/12/17 09:51:16 AM
74,06151992TC,101001107662,,2024/12/17 09:25:00 AM,2024/12/17 09:51:16 AM
75,04121989GV,101001110664,,2024/12/17 09:25:00 AM,2024/12/17 09:51:16 AM
76,06181984DM,101001109469,,2024/12/17 09:25:00 AM,2024/12/17 09:51:16 AM
77,03011988VF,101001108117,,2024/12/17 09:25:00 AM,2024/12/17 09:51:16 AM
78,11271952LT,101001110293,,2024/12/17 09:25:00 AM,2024/12/17 09:51:16 AM
79,11282000KV,101001111681,,2024/12/17 09:25:00 AM,2024/12/17 09:51:16 AM
80,07082003KJ,101001110946,,2024/12/17 09:25:00 AM,2024/12/17 09:51:16 AM
81,09071986KH,101001110150,,2024/12/17 09:25:00 AM,2024/12/17 09:51:16 AM
82,11271952MW,101001110286,,2024/12/17 09:25:00 AM,2024/12/17 09:51:16 AM
83,01111984DS,101001115086,,2024/12/17 09:25:00 AM,2024/12/17 09:51:16 AM
84,04141979MT,101001116195,,2024/12/17 09:25:00 AM,2024/12/17 09:51:16 AM
85,09121956SV,101001113731,,2024/12/17 09:25:00 AM,2024/12/17 09:51:16 AM
86,06041991VN,101001116486,,2024/12/17 09:25:00 AM,2024/12/17 09:51:16 AM
87,09061995MH,101001113403,,2024/12/17 09:25:00 AM,2024/12/17 09:51:16 AM
88,10052003EL,101001114099,,2024/12/17 09:25:00 AM,2024/12/17 09:51:16 AM
89,01221978CG,101001114260,,2024/12/17 09:25:00 AM,2024/12/17 09:51:16 AM
