Position,Waitlist ID,SR #,Instructions
1,07031977AB,18001893,
2,06211967RC,18118951,
3,12071975RS,18154663,
4,01011972MD,18163056,
5,07051963GA,18178442,
6,03161955JF,18190075,
7,07031957IP,18194636,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
8,04171984AA,18228664,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
9,01311946DN,18251756,
10,05201997MP,18254409,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
11,11251985RO,18257007,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
12,07251982LB,18257113,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
13,05272001AW,18258068,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
14,07081980JP,18256132,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
15,03072005DM,18257204,
16,07132003MM,18257219,
17,08031977DW,18254631,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
18,10041985DV,18256738,
19,09041961LW,18257049,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
20,12212000LW,18261565,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
21,08012002AC,18258966,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
22,04261966KL,18259680,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
23,09232003BB,18259462,
24,03181990SC,18260442,
25,03051994AT,18259503,
26,09281995MB,18258687,
27,07151997US,18259513,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
28,11091993SD,18258297,
29,12281984AL,18260239,
30,09151994JL,18261360,
31,09241949JE,18258975,
32,10241969NR,18264061,
33,12011968SH,18263803,
34,04151999DH,18266076,
35,03271970MR,18266055,
36,08301960BP,18264453,
37,05151991CD,18269281,
38,05291991DH,18268702,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
39,09231963MG,18267619,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
40,02151972SL,18268504,
41,03132001PK,18267534,
42,03241997SG,18267892,
43,01251966DO,18272570,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
44,05221983JY,18271550,
45,03101992ES,18270598,
46,01111980KH,18272936,
47,02141978AG,18270636,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
48,03241967TL,18272966,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
49,06201991QG,18272686,
50,02081998MG,18270671,
51,08041995JA,18270928,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
52,11141990DT,18273755,
53,09161965RS,18272812,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
54,08281992LH,18271586,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
55,04301969SG,18273257,
56,11041986CM,18273661,
57,07131988TP,18271537,
58,03161978JP,18270670,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
59,10281950WE,18272075,
60,09261971DP,18271520,
61,08191987OO,18270970,
62,02071971CS,18270660,
63,04261962BM,18270971,
64,06261987FZ,18273994,
65,06111982AB,18275833,
66,11041994JP,18276901,
67,01011988AF,18276061,
68,11011983SR,18277744,
69,11231982LB,18274757,
70,12011959NJ,18277535,
71,09071998MA,18275267,
72,05171993SW,18274269,
73,12271993JF,18274047,
74,08081995PM,18276186,
75,12161985GS,18275236,
76,10262001SS,18275848,
77,08121990DM,18276597,
78,08311988DR,18274054,
79,03111966SS,18277402,
80,08282001DF,18276921,
81,04231983AQ,18274052,
82,02251987GP,18278871,
83,11251965MC,18282195,
84,07011993BC,18279868,
85,02081966AS,18282710,
86,02021971DP,18282101,
87,08101965DS,18278490,
88,06151080TR,18278453,
89,10231973RE,18280806,
90,03201985TK,18280970,
91,10231972DA,18281006,
92,09101974RL,18279937,
93,05091958RW,18279913,
94,06181967AR,18282827,
95,05102000AH,18280834,
96,03291974EW,18281230,
97,11111984GD,18279916,
98,05181989JA,18285572,
99,03241966EB,18283453,
100,04091959US,18284842,
101,04021967SF,18283544,
102,02141994MV,18283597,
103,06271988ZV,18285477,
104,07091948MW,18284141,
105,03041992JW,18286108,
106,07201977JC,18283202,
107,01272001MK,18284345,
108,09281995GD,18285415,
109,08241985EG,18285913,
110,02031984AB,18283221,
111,06231985IO,18284922,
112,07161996EM,18286229,
113,09091998DR,18286001,
114,07031996RL,18285171,
115,08011958SG,18285925,
116,01081971SP,18286898,
117,06011982MR,18283746,
118,04242004PT,18288649,
119,03291997SK,18290012,
120,08312001AS,18290018,
121,01311965WB,18288362,
122,07111990DH,18292974,
123,01161997DS,18292536,
