Position,Waitlist ID,SR #,Instructions
1,07031977AB,18001893,
2,06211967RC,18118951,
3,12071975RS,18154663,
4,01011972MD,18163056,
5,07051963GA,18178442,
6,03161955JF,18190075,
7,07031957IP,18194636,
8,04171984AA,18228664,
9,02281981EP,18233034,
10,07201973PH,18239591,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
11,10172004AK,18245112,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
12,04201960MV,18243709,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
13,02191984DD,18245064,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
14,06161988MC,18242339,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
15,09041981WW,18244065,
16,06241973LS,18244440,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
17,06261987FZ,18249636,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
18,12151976SD,18247510,
19,11271970AS,18248067,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
20,06071985MD,18247903,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
21,10121948JD,18247503,
22,11081986DJ,18252947,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
23,06051980JM,18251702,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
24,06161974DV,18251609,
25,01311946DN,18251756,
26,11121962JB,18253493,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
27,05101997AJ,18250506,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
28,07202000MS,18250521,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays)."
