Position,Waitlist ID,SR #,Instructions,data_as_of,data_loaded_at
1,06061965FR,101001057782,,2024/12/26 09:25:00 AM,2024/12/26 09:48:02 AM
2,02221976DJ,101001064742,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2024/12/26 09:25:00 AM,2024/12/26 09:48:02 AM
3,072319464CS,101001072956,,2024/12/26 09:25:00 AM,2024/12/26 09:48:02 AM
4,08291962SW,101001079820,,2024/12/26 09:25:00 AM,2024/12/26 09:48:02 AM
5,05051990EG,101001086606,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2024/12/26 09:25:00 AM,2024/12/26 09:48:02 AM
6,08141952LG,101001083022,,2024/12/26 09:25:00 AM,2024/12/26 09:48:02 AM
7,10092003SS,101001093245,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2024/12/26 09:25:00 AM,2024/12/26 09:48:02 AM
8,06191979EG,101001099593,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2024/12/26 09:25:00 AM,2024/12/26 09:48:02 AM
9,07281969RM,101001101331,,2024/12/26 09:25:00 AM,2024/12/26 09:48:02 AM
10,10021978MN,101001104219,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2024/12/26 09:25:00 AM,2024/12/26 09:48:02 AM
11,09081992HT,101001103497,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2024/12/26 09:25:00 AM,2024/12/26 09:48:02 AM
12,07131982JH,101001101734,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2024/12/26 09:25:00 AM,2024/12/26 09:48:02 AM
13,04172004LL,101001101546,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2024/12/26 09:25:00 AM,2024/12/26 09:48:02 AM
14,06151992TC,101001107662,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2024/12/26 09:25:00 AM,2024/12/26 09:48:02 AM
15,03011988VF,101001108117,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2024/12/26 09:25:00 AM,2024/12/26 09:48:02 AM
16,11271952LT,101001110293,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2024/12/26 09:25:00 AM,2024/12/26 09:48:02 AM
17,11282000KV,101001111681,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2024/12/26 09:25:00 AM,2024/12/26 09:48:02 AM
18,07082003KJ,101001110946,,2024/12/26 09:25:00 AM,2024/12/26 09:48:02 AM
19,09071986KH,101001110150,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2024/12/26 09:25:00 AM,2024/12/26 09:48:02 AM
20,11271952MW,101001110286,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2024/12/26 09:25:00 AM,2024/12/26 09:48:02 AM
21,01111984DS,101001115086,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2024/12/26 09:25:00 AM,2024/12/26 09:48:02 AM
22,09121956SV,101001113731,,2024/12/26 09:25:00 AM,2024/12/26 09:48:02 AM
23,06041991VN,101001116486,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2024/12/26 09:25:00 AM,2024/12/26 09:48:02 AM
24,10052003EL,101001114099,,2024/12/26 09:25:00 AM,2024/12/26 09:48:02 AM
25,01221978CG,101001114260,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2024/12/26 09:25:00 AM,2024/12/26 09:48:02 AM
26,04231977ML,101001114093,,2024/12/26 09:25:00 AM,2024/12/26 09:48:02 AM
27,05201990KP,101001113701,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2024/12/26 09:25:00 AM,2024/12/26 09:48:02 AM
