Position,Waitlist ID,SR #,Instructions,data_as_of,data_loaded_at
1,07211993SD,101000828986,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2024/10/25 09:25:00 AM,2024/10/25 09:48:10 AM
2,12161961ST,101000827852,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2024/10/25 09:25:00 AM,2024/10/25 09:48:10 AM
3,02101971SB,101000833743,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2024/10/25 09:25:00 AM,2024/10/25 09:48:10 AM
4,08271993KZ,101000832927,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2024/10/25 09:25:00 AM,2024/10/25 09:48:10 AM
5,06051973NB,101000834639,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2024/10/25 09:25:00 AM,2024/10/25 09:48:10 AM
6,06271976IM,101000832657,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2024/10/25 09:25:00 AM,2024/10/25 09:48:10 AM
7,12161976KJ,101000832492,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2024/10/25 09:25:00 AM,2024/10/25 09:48:10 AM
8,07101976LA,101000839452,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2024/10/25 09:25:00 AM,2024/10/25 09:48:10 AM
9,10311969SW,101000838677,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2024/10/25 09:25:00 AM,2024/10/25 09:48:10 AM
10,06271950CW,101000841691,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2024/10/25 09:25:00 AM,2024/10/25 09:48:10 AM
11,11021975TC,101000839124,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2024/10/25 09:25:00 AM,2024/10/25 09:48:10 AM
12,03232001AU,101000840104,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2024/10/25 09:25:00 AM,2024/10/25 09:48:10 AM
