Position,Waitlist ID,SR #,Instructions,data_as_of,data_loaded_at
1,10211973TT,101000442775,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2024/08/16 09:25:00 AM,2024/08/16 09:48:27 AM
2,02171979DG,101000451808,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2024/08/16 09:25:00 AM,2024/08/16 09:48:27 AM
3,05261997MT,101000473639,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2024/08/16 09:25:00 AM,2024/08/16 09:48:27 AM
4,05012003IM,101000467226,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2024/08/16 09:25:00 AM,2024/08/16 09:48:27 AM
5,05191974LA,101000465109,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2024/08/16 09:25:00 AM,2024/08/16 09:48:27 AM
6,03041988CF,101000472141,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2024/08/16 09:25:00 AM,2024/08/16 09:48:27 AM
7,02271985ET,101000473432,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2024/08/16 09:25:00 AM,2024/08/16 09:48:27 AM
8,08261994MC,101000472637,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2024/08/16 09:25:00 AM,2024/08/16 09:48:27 AM
9,03271995GA,101000479972,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2024/08/16 09:25:00 AM,2024/08/16 09:48:27 AM
10,08011979TH,101000477725,,2024/08/16 09:25:00 AM,2024/08/16 09:48:27 AM
11,09231981MH,101000478837,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2024/08/16 09:25:00 AM,2024/08/16 09:48:27 AM
12,06051981KB,101000476663,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2024/08/16 09:25:00 AM,2024/08/16 09:48:27 AM
13,06041970TB,101000476711,,2024/08/16 09:25:00 AM,2024/08/16 09:48:27 AM
