Position,Waitlist ID,SR #,Instructions,data_as_of,data_loaded_at
1,07161964VG,101000560879,,2024/09/03 09:25:00 AM,2024/09/03 09:48:34 AM
2,09201976MO,101000569683,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2024/09/03 09:25:00 AM,2024/09/03 09:48:34 AM
3,04241990CT,101000573085,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2024/09/03 09:25:00 AM,2024/09/03 09:48:34 AM
4,08141961ES,101000574801,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2024/09/03 09:25:00 AM,2024/09/03 09:48:34 AM
5,08121956NG,101000572816,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2024/09/03 09:25:00 AM,2024/09/03 09:48:34 AM
6,0823462690427LR,101000574644,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2024/09/03 09:25:00 AM,2024/09/03 09:48:34 AM
7,06291969EJ,101000573484,,2024/09/03 09:25:00 AM,2024/09/03 09:48:34 AM
8,10181956RS,101000579012,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2024/09/03 09:25:00 AM,2024/09/03 09:48:34 AM
9,03301968AV,101000581003,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2024/09/03 09:25:00 AM,2024/09/03 09:48:34 AM
10,12291968ZS,101000580505,,2024/09/03 09:25:00 AM,2024/09/03 09:48:34 AM
11,05211996BC,101000577229,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2024/09/03 09:25:00 AM,2024/09/03 09:48:34 AM
12,07251967SR,101000577984,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2024/09/03 09:25:00 AM,2024/09/03 09:48:34 AM
13,07031996KT,101000582096,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2024/09/03 09:25:00 AM,2024/09/03 09:48:34 AM
14,11111967MH,101000578109,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2024/09/03 09:25:00 AM,2024/09/03 09:48:34 AM
15,08241993QM,101000579037,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2024/09/03 09:25:00 AM,2024/09/03 09:48:34 AM
16,10091962OK,101000580401,,2024/09/03 09:25:00 AM,2024/09/03 09:48:34 AM
