Position,Waitlist ID,SR #,Instructions,data_as_of,data_loaded_at
1,09101976MB,101000349195,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2024/07/31 09:25:00 AM,2024/07/31 09:48:14 AM
2,07052001NG,101000356486,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2024/07/31 09:25:00 AM,2024/07/31 09:48:14 AM
3,10181981CF,101000354751,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2024/07/31 09:25:00 AM,2024/07/31 09:48:14 AM
4,07231964CS,101000370924,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2024/07/31 09:25:00 AM,2024/07/31 09:48:14 AM
5,03262000NK,101000377164,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2024/07/31 09:25:00 AM,2024/07/31 09:48:14 AM
6,061506/15/1979SZ,101000380735,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2024/07/31 09:25:00 AM,2024/07/31 09:48:14 AM
7,08282001DF,101000379863,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2024/07/31 09:25:00 AM,2024/07/31 09:48:14 AM
8,09071992BW,101000386485,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2024/07/31 09:25:00 AM,2024/07/31 09:48:14 AM
9,07151974AM,101000384342,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2024/07/31 09:25:00 AM,2024/07/31 09:48:14 AM
10,08021999TJ,101000385615,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2024/07/31 09:25:00 AM,2024/07/31 09:48:14 AM
11,07171988SP,101000385998,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2024/07/31 09:25:00 AM,2024/07/31 09:48:14 AM
12,04131990JW,101000385394,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2024/07/31 09:25:00 AM,2024/07/31 09:48:14 AM
13,10081987AK,101000390073,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2024/07/31 09:25:00 AM,2024/07/31 09:48:14 AM
14,04051989BH,101000393286,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2024/07/31 09:25:00 AM,2024/07/31 09:48:14 AM
15,06051985KB,101000390740,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2024/07/31 09:25:00 AM,2024/07/31 09:48:14 AM
16,02171958CC,101000397892,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2024/07/31 09:25:00 AM,2024/07/31 09:48:14 AM
17,1217ACAC,101000401519,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2024/07/31 09:25:00 AM,2024/07/31 09:48:14 AM
18,1206HDHD,101000401541,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2024/07/31 09:25:00 AM,2024/07/31 09:48:14 AM
19,09091980SS,101000402151,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2024/07/31 09:25:00 AM,2024/07/31 09:48:14 AM
20,11101981BB,101000401015,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2024/07/31 09:25:00 AM,2024/07/31 09:48:14 AM
21,01201982AU,101000408088,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2024/07/31 09:25:00 AM,2024/07/31 09:48:14 AM
22,03211995TJ,101000408361,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2024/07/31 09:25:00 AM,2024/07/31 09:48:14 AM
23,07221994AS,101000409885,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2024/07/31 09:25:00 AM,2024/07/31 09:48:14 AM
24,07171979JD,101000406219,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2024/07/31 09:25:00 AM,2024/07/31 09:48:14 AM
25,09171982JG,101000412383,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2024/07/31 09:25:00 AM,2024/07/31 09:48:14 AM
26,12132002AU,101000413143,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2024/07/31 09:25:00 AM,2024/07/31 09:48:14 AM
27,123012/30/2002AS,101000413140,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2024/07/31 09:25:00 AM,2024/07/31 09:48:14 AM
28,03201993OP,101000416294,,2024/07/31 09:25:00 AM,2024/07/31 09:48:14 AM
29,07051963LD,101000420418,,2024/07/31 09:25:00 AM,2024/07/31 09:48:14 AM
30,12181961BD,101000419102,,2024/07/31 09:25:00 AM,2024/07/31 09:48:14 AM
31,05281970LH,101000417217,,2024/07/31 09:25:00 AM,2024/07/31 09:48:14 AM
32,06251985MS,101000423390,,2024/07/31 09:25:00 AM,2024/07/31 09:48:14 AM
33,04301990AV,101000423150,"Please call 628-652-8000 option 4 between 10AM and 12PM on business days (Monday – Friday, excluding holidays).",2024/07/31 09:25:00 AM,2024/07/31 09:48:14 AM
34,03161981NF,101000426246,,2024/07/31 09:25:00 AM,2024/07/31 09:48:14 AM
35,12311996AS,101000428001,,2024/07/31 09:25:00 AM,2024/07/31 09:48:14 AM
